Country Name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Thailand,"$401,296,238,228.08","$413,366,349,747.51","$456,356,813,536.76","$506,754,208,404.49","$543,976,691,793.89","$500,461,898,480.25","$506,194,668,789.94","$495,644,697,587.66","$515,906,283,940.93","$526,411,265,427.68"
Tajikistan,"$8,271,431,485.07","$6,992,416,096.89","$7,536,402,852.86","$7,764,999,999.45","$8,300,813,599.31","$8,133,963,550.66","$8,937,805,347.14","$10,713,525,200.40","$12,244,169,292.80","$14,204,575,548.55"
Turkmenistan,"$35,799,714,285.71","$36,169,428,571.43","$37,926,285,714.29","$40,765,428,571.43","$45,232,857,142.86","$45,818,000,000.00","$50,007,428,571.43","$58,972,000,000.00","$60,628,857,142.86","$64,239,891,739.33"
Latin America & the Caribbean (IDA & IBRD countries),"$5,196,815,576,719.09","$5,055,941,096,844.80","$5,633,597,128,103.88","$5,505,396,811,018.94","$5,413,386,525,184.87","$4,561,756,343,150.42","$5,313,306,131,137.49","$6,048,473,378,741.76","$6,804,996,162,368.30","$6,977,493,595,927.05"
Timor-Leste,"$1,590,282,400.00","$1,640,464,600.00","$1,584,878,400.00","$1,555,988,614.44","$2,032,550,389.41","$2,162,619,240.87","$3,624,889,673.07","$3,208,593,982.01","$2,079,916,909.49","$1,881,265,333.42"
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","$1,766,686,955,969.17","$1,814,143,960,447.27","$1,841,061,378,336.06","$1,848,575,675,838.18","$1,802,751,521,237.61","$1,633,681,676,516.37","$1,897,688,738,870.79","$2,113,132,495,335.66","$2,021,678,672,152.72","$2,139,861,115,659.73"
Tonga,"$437,525,538.90","$420,828,254.54","$459,976,847.11","$489,714,529.78","$494,197,853.97","$496,856,303.95","$518,228,028.70","$518,180,029.41","$508,735,107.03",
South Asia (IDA & IBRD),"$2,414,503,392,484.38","$2,679,313,169,377.96","$3,075,955,432,871.73","$3,159,841,615,195.07","$3,318,484,576,527.33","$3,172,770,463,749.49","$3,717,045,071,833.11","$3,930,640,282,535.14","$4,210,278,492,152.87","$4,514,924,632,400.27"
Sub-Saharan Africa (IDA & IBRD countries),"$1,676,330,914,192.17","$1,528,989,342,276.60","$1,667,076,470,688.94","$1,790,131,601,908.14","$1,843,035,420,525.45","$1,730,702,407,679.05","$1,943,719,394,821.09","$2,085,278,582,815.11","$1,946,245,643,472.37","$1,860,829,213,452.29"
Trinidad and Tobago,"$26,841,143,094.68","$23,624,333,663.67","$23,847,765,529.30","$23,888,910,151.92","$23,588,037,786.74","$20,991,339,706.56","$24,177,305,760.28","$28,510,328,245.14","$25,489,373,405.06","$26,428,963,758.13"
Tunisia,"$45,779,494,041.93","$44,360,072,680.45","$42,163,530,590.95","$42,686,504,459.80","$41,905,642,418.83","$42,491,780,918.36","$47,073,234,359.18","$44,948,769,171.29","$48,196,281,783.95","$53,409,988,744.60"
Turkey,"$864,313,810,469.01","$869,682,881,593.04","$858,988,492,853.74","$778,972,108,040.60","$761,005,915,750.93","$720,338,490,327.25","$819,865,223,976.12","$907,118,434,653.51","$1,118,252,958,513.72","$1,323,254,808,058.74"
Tuvalu,"$36,811,936.08","$41,629,064.22","$45,276,595.35","$48,015,259.88","$54,123,198.57","$51,746,594.31","$60,196,405.71","$59,065,982.09","$62,280,311.59",
Tanzania,"$47,413,919,817.12","$49,774,409,374.45","$53,274,884,532.79","$57,003,712,892.09","$61,026,731,925.92","$66,068,737,786.06","$70,655,628,147.90","$75,769,974,505.01","$79,062,403,836.84","$78,779,864,877.30"
Uganda,"$32,387,183,730.10","$29,203,988,696.26","$30,744,473,841.42","$32,927,025,619.68","$35,353,061,007.96","$37,600,368,239.88","$40,529,788,744.06","$45,565,333,216.41","$48,768,955,859.28","$53,651,874,313.98"
Ukraine,"$91,030,967,789.07","$93,355,869,403.92","$112,090,505,081.74","$130,891,088,293.55","$153,883,047,509.58","$156,617,722,013.34","$199,765,859,570.94","$161,989,520,721.19","$181,221,517,868.74","$190,741,263,731.54"
Upper middle income,"$19,984,582,514,291.70","$20,063,502,656,403.50","$21,997,494,368,897.90","$23,555,219,100,370.30","$23,955,467,100,412.20","$23,214,223,345,858.70","$27,697,767,122,738.20","$28,905,818,138,526.20","$29,868,066,574,997.40","$30,891,808,644,564.40"
Uruguay,"$57,680,327,998.67","$57,480,787,465.27","$65,005,997,963.48","$65,344,577,415.75","$62,222,313,618.85","$53,559,359,261.83","$60,739,084,240.86","$70,594,110,920.04","$77,991,666,837.74","$80,961,511,073.58"
United States of America,"$18,295,019,000,000.00","$18,804,913,000,000.00","$19,612,102,000,000.00","$20,656,516,000,000.00","$21,539,982,000,000.00","$21,354,105,000,000.00","$23,681,171,000,000.00","$26,006,893,000,000.00","$27,720,709,000,000.00","$29,184,890,000,000.00"
Uzbekistan,"$86,196,264,755.31","$86,138,288,644.17","$69,703,222,282.73","$58,695,899,092.11","$67,293,639,798.40","$66,443,265,418.31","$77,340,060,003.03","$90,095,926,567.44","$102,641,879,248.76","$114,965,293,466.61"
St. Vincent and the Grenadines,"$786,555,555.56","$814,303,703.70","$844,040,740.74","$884,329,629.63","$910,481,481.48","$864,566,666.67","$888,677,777.78","$989,188,888.89","$1,072,237,037.04","$1,157,207,407.41"
Venezuela,,,,,,,,,,
British Virgin Islands,,,,,,,,,,
Virgin Islands (U.S.),"$3,663,000,000.00","$3,798,000,000.00","$3,794,000,000.00","$3,923,000,000.00","$4,121,000,000.00","$4,229,000,000.00","$4,507,000,000.00","$4,672,000,000.00",,
Vietnam,"$239,258,328,381.74","$257,096,001,177.98","$281,353,605,986.90","$310,106,478,394.66","$334,365,270,496.67","$346,615,738,537.80","$366,474,752,771.01","$413,445,230,668.58","$433,857,681,378.29","$476,388,230,307.18"
Vanuatu,"$759,690,180.95","$804,323,576.86","$880,043,284.40","$914,727,908.14","$936,526,267.62","$909,421,043.51","$982,362,211.92","$1,030,654,208.30","$1,126,313,359.22","$1,161,251,868.03"
World,"$75,723,635,302,571.90","$76,957,345,383,656.60","$81,974,795,709,110.10","$87,188,987,385,051.50","$88,492,389,499,432.00","$86,116,567,565,730.40","$98,365,745,535,038.50","$102,434,886,179,161.00","$106,939,249,843,452.00","$111,252,997,846,886.00"
Samoa,"$824,150,498.65","$843,924,796.70","$884,844,384.46","$878,448,433.40","$912,950,466.06","$868,898,358.27","$843,923,638.73","$832,945,205.64","$938,189,443.83","$1,068,025,243.64"
Kosovo,"$6,295,848,422.72","$6,682,677,289.99","$7,180,764,703.36","$7,878,759,714.82","$7,899,737,577.47","$7,717,145,217.81","$9,413,403,724.02","$9,354,903,061.89","$10,468,220,306.91","$11,148,602,232.66"
Yemen,"$42,444,490,073.73","$31,317,825,274.15","$26,842,229,044.58","$21,606,160,663.01",,,,,,
South Africa,"$346,709,790,458.56","$323,585,509,674.48","$381,448,814,653.46","$405,260,723,892.52","$389,330,032,224.27","$337,974,655,408.06","$420,886,877,628.70","$406,920,004,594.07","$380,699,271,816.40","$400,260,724,226.07"
Zambia,"$21,251,216,798.78","$20,958,412,538.31","$25,873,601,260.84","$26,311,507,273.67","$23,308,667,781.23","$18,137,764,930.65","$22,096,416,932.01","$29,163,782,140.49","$27,577,956,471.24","$26,325,775,287.02"
Zimbabwe,"$19,963,058,858.45","$20,548,759,858.09","$51,074,726,484.00","$34,156,057,417.33","$25,715,657,177.47","$26,868,564,055.12","$27,240,507,841.67","$32,789,657,377.98","$35,231,369,343.40","$44,187,704,410.12"
